player_id,real_name,country,current_team,player_status,total_teams,unique_teams,teams_played_multiple_times,career_start_date,career_end_date,career_start_year,career_end_year,career_span_years,total_career_days,avg_stint_duration_days,is_active,has_current_team,inactive_stints,loan_stints,standin_stints,roles,birth_date,player_url
DAN,Dante Vernengo,Argentina,Coach,Active,1,1,0,05/04/22,21/03/24,2022,2024,2,716,716,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/DAN
Dumbbell,Hernan Pernas,Argentina,F9 EICAR(Coach),Active,7,6,1,09/09/22,Present,2022,2026,4,538,76.85714286,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Dumbbell
FR1X,Rodrigo Vivas,Argentina,Coach,Active,6,6,0,17/12/20,27/05/25,2020,2025,5,1421,236.8333333,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/FR1X
Fadeout,Alex Argüello,Argentina,KRÜ Esports(Analyst),Active,4,4,0,08/04/21,Present,2021,2026,5,1780,445,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Fadeout
GeT0veRiT,Iván Fantini,Argentina,Coach,Active,4,4,0,06/10/23,12/05/25,2023,2025,2,411,102.75,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/GeT0veRiT
JTomi,Juan Tomas Cavalleri,Argentina,Coach,Active,3,3,0,07/03/22,13/10/24,2022,2024,2,125,41.66666667,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/JTomi
Jhein,Cristian Camaño,Argentina,Leviatán(Coach),Active,4,3,1,17/10/22,Present,2022,2026,4,1224,306,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Jhein
Kaking,Gaston Collur,Argentina,Akave Esports Black(Coach),Active,5,3,2,24/11/22,Present,2022,2026,4,915,183,TRUE,TRUE,1,0,0,[],,https://liquipedia.net/valorant/Kaking
Kam1kaze,Eugenio Tomás Mongi,Argentina,LAZER(Coach),Active,5,4,1,21/10/22,Present,2022,2026,4,440,88,TRUE,TRUE,1,0,0,[],,https://liquipedia.net/valorant/Kam1kaze
Leazo,Leandro Liset,Argentina,Coach,Active,5,4,1,03/08/20,21/03/23,2020,2023,3,931,186.2,TRUE,TRUE,1,0,0,[],,https://liquipedia.net/valorant/Leazo
Mattjkun,Matías Jugo,Argentina,Coach,Active,2,2,0,09/12/21,29/05/24,2021,2024,3,641,320.5,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Mattjkun
MatuteWolf,Matias Chilano,Argentina,Caster,Active,1,1,0,08/05/23,08/05/24,2023,2024,1,366,366,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/MatuteWolf
Onur,Rodrigo Milton Dalmagro,Argentina,Leviatán(Coach),Active,6,6,0,03/08/20,Present,2020,2026,6,1624,270.6666667,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Onur
Pringl3s,Joaquin Reyes,Argentina,LRV Esports(Coach),Active,2,2,0,13/08/22,Present,2022,2026,4,2183,1091.5,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Pringl3s
Puleule,Nahuel Pulella,Argentina,Coach,Active,7,7,0,03/08/20,12/08/25,2020,2025,5,1226,175.1428571,TRUE,TRUE,1,0,0,[],,https://liquipedia.net/valorant/Puleule
Rama,Ramiro Agustin Osorio Pagola,Argentina,Coach,Active,1,1,0,17/07/24,03/12/24,2024,2024,0,139,139,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Rama
Romanilly,Gonzalo Manzano,Argentina,LOUD(Coach),Active,5,5,0,01/01/21,Present,2021,2026,5,1585,317,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Romanilly
Rustic0,Ittag Kevin Escobar Neira,Argentina,Coach,Active,6,5,1,23/01/21,11/05/23,2021,2026,5,702,117,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Rustic0
Svenskk,Federico Gerth,Argentina,Coach,Active,2,2,0,24/06/20,24/12/20,2020,2020,0,169,84.5,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Svenskk
amukorih,Alejandro Arfini,Argentina,Coach,Active,3,3,0,24/03/22,05/07/24,2022,2026,4,283,94.33333333,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Amukorih
bonzitt,Facundo Carrillo,Argentina,KRÜ Blaze(Coach),Active,5,5,0,09/03/22,Present,2022,2026,4,1087,217.4,TRUE,TRUE,1,0,0,[],,https://liquipedia.net/valorant/Bonzitt
damh,Quimey Allende Lyde,Argentina,Ryze Gaming(Coach),Active,3,3,0,07/03/22,Present,2022,2026,4,1290,430,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Damh
damiaton,Damian Nicolau,Argentina,Coach,Active,3,3,0,16/06/22,06/07/24,2022,2024,2,314,104.6666667,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Damiaton
ddx,Alan Pablo Salvati,Argentina,Coach,Active,5,4,1,12/01/21,28/10/25,2021,2025,4,1672,334.4,TRUE,TRUE,1,0,0,[],,https://liquipedia.net/valorant/Ddx
grizzly,Juan Maggi,Argentina,Tezcat Gaming(Coach),Active,11,10,1,19/10/20,Present,2020,2026,6,1203,109.3636364,TRUE,TRUE,1,0,0,[],,https://liquipedia.net/valorant/Grizzly
mizu,Gabriel González,Argentina,KRÜ Blaze(Coach),Active,4,4,0,12/08/20,Present,2020,2026,6,1653,413.25,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Mizu
sup,,Argentina,Deportivo Cali Esports(Coach),Active,3,3,0,18/01/21,Present,2021,2026,5,3099,1033,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Sup
tala,Agustin Talarico,Argentina,Coach,Active,4,4,0,19/06/21,Present,2021,2026,5,1103,275.75,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Tala
ANDROID,Bradley Fodor,Canada,Ottawa Braves,Active,4,3,1,17/09/20,Present,2020,2026,6,1851,462.75,TRUE,TRUE,1,0,0,[],,https://liquipedia.net/valorant/ANDROID
ARIANARCHIST,Ariane Lafrenière,Canada,,Active,6,6,0,21/03/21,23/10/23,2021,2023,2,369,61.5,TRUE,FALSE,1,0,0,[],,https://liquipedia.net/valorant/ARIANARCHIST
AYRIN,Jordan He,Canada,,Active,5,4,1,24/04/20,10/09/23,2020,2023,3,1223,244.6,TRUE,FALSE,1,0,0,[],,https://liquipedia.net/valorant/AYRIN
AZK,Keven Larivière,Canada,,Active,1,1,0,07/04/20,08/02/21,2020,2021,1,307,307,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/AZK
Acrian,,Canada,Ambrosia,Active,3,3,0,09/01/23,Present,2023,2026,3,759,253,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Acrian
Ange,Adam Milian,Canada,NRG Academy,Active,12,10,2,22/06/20,Present,2020,2026,6,1771,147.5833333,TRUE,TRUE,2,0,0,[],,https://liquipedia.net/valorant/Ange
Apotheon,Vincent Le,Canada,,Active,6,5,1,08/09/20,25/10/24,2020,2024,4,1259,209.8333333,TRUE,FALSE,1,0,0,[],,https://liquipedia.net/valorant/Apotheon
Bankroft,Grant Bankroft,Canada,,Active,3,3,0,03/07/20,Present,2020,2026,6,2079,693,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Bankroft
Beaver,Louis-Philippe Laberge,Canada,,Active,2,2,0,11/09/23,12/11/23,2023,2023,0,62,31,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Beaver
BlackHeart,Hasan Hammad,Canada,,Active,5,5,0,20/12/21,08/06/23,2021,2023,2,503,100.6,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/BlackHeart
Cain,Nathan Lee,Canada,Torch,Active,2,2,0,30/07/22,Present,2022,2026,4,1066,533,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Cain
ColeUP,Cole Werry,Canada,,Active,2,2,0,15/06/20,07/10/20,2020,2020,0,94,47,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/ColeUP
Critical,Tristan Trinacty,Canada,Fisher College White,Active,10,9,1,19/07/20,Present,2020,2026,6,2602,260.2,TRUE,TRUE,1,0,0,[],,https://liquipedia.net/valorant/Critical
DENYA,Denis Kosogov,Canada,PUGSTARS,Active,4,3,1,04/01/21,Present,2021,2026,5,1614,403.5,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/DENYA
Eazy,Ryan Matthews,Canada,,Active,4,3,1,26/08/20,28/05/21,2020,2021,1,275,68.75,TRUE,FALSE,1,0,0,[],,https://liquipedia.net/valorant/Eazy
Elevate,Hayden Krueger,Canada,,Active,5,5,0,26/05/20,03/03/21,2020,2026,6,232,46.4,TRUE,FALSE,1,1,0,[],,https://liquipedia.net/valorant/Elevate
FNS,Pujan Mehta,Canada,,Active,7,6,1,15/05/20,09/05/25,2020,2025,5,1604,229.1428571,TRUE,FALSE,1,0,0,[],,https://liquipedia.net/valorant/FNS
FaNbF4,Mahin Mukith,Canada,,Active,2,2,0,11/09/23,12/11/23,2023,2023,0,62,31,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/FaNbF4
Flippsy,Raiyan Jugbhery,Canada,,Active,6,5,1,26/04/20,Present,2020,2026,6,3829,638.1666667,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Flippsy
Hybrid,Owen Mantha,Canada,St. Clair College,Active,4,2,2,22/12/21,Present,2021,2026,5,1588,397,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Hybrid_(Canadian_coach)
INCRED,Mathieu Bergeron,Canada,,Active,1,1,0,25/04/20,07/09/20,2020,2020,0,135,135,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/INCRED
Instxnct,Isaac Walton,Canada,St. Clair College,Active,2,2,0,06/01/23,Present,2023,2026,3,1110,555,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Instxnct
Jazzyk1ns,Jasmine Manankil,Canada,St. Clair College,Active,10,10,0,17/06/20,Present,2020,2026,6,2413,241.3,TRUE,TRUE,1,0,0,[],,https://liquipedia.net/valorant/Jazzyk1ns
Jerk,Justin Milani,Canada,Winthrop University,Active,11,11,0,21/06/20,12/01/23,2020,2026,6,416,37.81818182,TRUE,TRUE,1,0,0,[],,https://liquipedia.net/valorant/Jerk
Jerrwin,Gurjiwan Gill,Canada,SaD Esports,Active,3,3,0,21/04/24,Present,2024,2026,2,470,156.6666667,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Jerrwin
JonahP,Jonah Pulice,Canada,G2 Esports,Active,7,6,1,16/10/20,12/11/25,2020,2026,6,1832,261.7142857,TRUE,TRUE,2,0,0,[],,https://liquipedia.net/valorant/JonahP
KOLER,Yannick Blanchette,Canada,Miracle Esports,Active,10,9,1,25/04/20,Present,2020,2026,6,1965,196.5,TRUE,TRUE,2,0,0,[],,https://liquipedia.net/valorant/KOLER
Kehmicals,Rhett Lynch,Canada,,Active,3,3,0,29/08/20,06/12/21,2020,2021,1,327,109,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Kehmicals
King,Aiden King,Canada,,Active,7,7,0,25/06/20,Present,2020,2026,6,1870,267.1428571,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/King
Kip,Timmy Tram,Canada,,Active,1,1,0,18/09/22,16/12/22,2022,2022,0,89,89,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Kip
Kouf,Andrew Koufogianis,Canada,YFP Pigeons,Active,1,1,0,09/07/25,Present,2025,2026,1,228,228,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Kouf
Ksiaze,Justin Goszczynski,Canada,Ex-ELEVATE,Active,4,4,0,16/05/20,Present,2020,2026,6,2068,517,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Ksiaze
Kyro,Kyle de Castro,Canada,,Active,2,2,0,03/07/20,Present,2020,2026,6,2101,1050.5,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Kyro
Kyu,Mirel Braco Hrustemovic,Canada,Sentinels,Active,6,6,0,20/09/23,Present,2023,2026,3,1051,175.1666667,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Kyu
LarryBanks,Christopher Doyi,Canada,,Active,3,3,0,13/03/21,01/02/23,2021,2023,2,388,129.3333333,TRUE,FALSE,1,0,0,[],,https://liquipedia.net/valorant/LarryBanks
LeahPanda,Leah Nemchin-Cossman,Canada,,Active,2,2,0,17/05/21,Present,2021,2026,5,1897,948.5,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/LeahPanda
Mar-01,Marwan Jannat,Canada,,Active,2,2,0,04/01/22,23/11/23,2022,2023,1,118,59,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/MAR1
Marved,Jimmy Nguyen,Canada,,Active,10,10,0,22/06/20,02/06/25,2020,2025,5,1540,154,TRUE,FALSE,2,1,0,[],,https://liquipedia.net/valorant/Marved
Melio,Cedric Perrault,Canada,,Active,3,3,0,14/05/20,23/01/21,2020,2021,1,208,69.33333333,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Melio
MkaeL,Michael De Luca,Canada,Miracle Esports,Active,4,4,0,20/04/20,Present,2020,2026,6,1826,456.5,TRUE,TRUE,1,0,0,[],,https://liquipedia.net/valorant/MkaeL
MonSi,Ludovic Lefebvre,Canada,Nightblood Gaming,Active,6,6,0,08/10/21,Present,2021,2026,5,1451,241.8333333,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/MonSi
NANO,Francis Tremblay,Canada,,Active,2,2,0,25/04/20,10/08/20,2020,2020,0,111,55.5,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/NANO
Nicolas,Nicolas Aubin,Canada,,Active,2,2,0,07/04/20,10/09/20,2020,2020,0,156,78,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Nicolas
PLAYER1,Keven Champagne,Canada,,Active,4,4,0,20/04/20,16/04/21,2020,2021,1,361,90.25,TRUE,FALSE,1,0,0,[],,https://liquipedia.net/valorant/PLAYER1
Pride,Alfred Choi,Canada,,Active,3,2,1,02/05/20,14/08/20,2020,2020,0,158,52.66666667,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Pride
Reformed,Jeffrey Lu,Canada,,Active,6,6,0,24/04/20,07/05/24,2020,2024,4,936,156,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Reformed
Rejante,William Rejante,Canada,,Active,1,1,0,29/03/21,18/05/21,2021,2021,0,50,50,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Rejante
Req,Andrew Deng,Canada,Tokyo,Active,2,2,0,24/04/20,Present,2020,2026,6,2110,1055,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Req
SUPERKAT,,Canada,,Active,1,1,0,20/05/24,,2024,2026,2,0,0,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/SUPERKAT
ShimmyXD,Ryan Shimizu,Canada,Torch,Active,1,1,0,16/09/23,Present,2023,2026,3,890,890,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/ShimmyXD
Skelly,Cameron Thomson,Canada,,Active,1,1,0,11/08/20,06/09/20,2020,2020,0,26,26,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Skelly
StarBound,,Canada,,Active,3,3,0,02/04/23,21/01/25,2023,2025,2,595,198.3333333,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/StarBound
StrongLegs,Roy Ahad,Canada,,Active,4,4,0,19/07/20,18/03/22,2020,2026,6,527,131.75,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/StrongLegs
Subroza,Yassine Taoufik,Canada,,Active,3,2,1,18/04/20,08/07/23,2020,2023,3,1176,392,TRUE,FALSE,1,0,0,[],,https://liquipedia.net/valorant/Subroza
SwayZ,,Canada,,Active,1,1,0,11/08/23,05/08/24,2023,2024,1,360,360,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/SwayZ
Timotino,Timothée Lavigne Dupont,Canada,100 Thieves,Active,5,5,0,11/09/23,Present,2023,2026,3,396,79.2,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Timotino
ToastyUnicorns,James Kim,Canada,,Active,2,1,1,18/07/20,16/12/22,2020,2022,2,132,66,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/ToastyUnicorns
Vernina,Vernina Gozum,Canada,,Active,1,1,0,28/02/22,29/08/23,2022,2023,1,547,547,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Vernina
Wardell,Matthew Bowman Yu,Canada,,Active,3,3,0,18/04/20,06/05/22,2020,2022,2,714,238,TRUE,FALSE,0,0,1,[],,https://liquipedia.net/valorant/Wardell
Wedid,Matthew Suchan,Canada,,Active,17,11,6,19/07/20,06/09/25,2020,2025,5,1430,84.11764706,TRUE,FALSE,3,0,0,[],,https://liquipedia.net/valorant/Wedid
Whitr,Micheal Whitney,Canada,Torch,Active,1,1,0,16/09/23,Present,2023,2026,3,890,890,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Whitr
Will,William Cheng,Canada,,Active,9,9,0,20/06/20,29/08/24,2020,2024,4,1087,120.7777778,TRUE,FALSE,1,0,0,[],,https://liquipedia.net/valorant/Will
XXiF,Damion Cook,Canada,,Active,5,4,1,10/11/20,30/12/24,2020,2024,4,1256,251.2,TRUE,FALSE,1,0,0,[],,https://liquipedia.net/valorant/XXiF
YuZ,Brandon Cyr,Canada,,Active,1,1,0,02/06/20,07/09/20,2020,2020,0,97,97,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/YuZ
Zamal,,Canada,YFP Pigeons,Active,1,1,0,09/07/25,Present,2025,2026,1,228,228,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Zamal
Zander,Alexander Dituri,Canada,Shopify Rebellion Black,Active,7,7,0,15/04/21,Present,2021,2026,5,1679,239.8571429,TRUE,TRUE,2,0,0,[],,https://liquipedia.net/valorant/Zander
alvinboy,Alvin Hong,Canada,M80,Active,6,6,0,30/05/24,Present,2024,2026,2,340,56.66666667,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Alvinboy
b0ssy,Muhtadi Al-Sammarraee,Canada,,Active,5,5,0,04/01/21,14/07/22,2021,2022,1,533,106.6,TRUE,FALSE,1,0,0,[],,https://liquipedia.net/valorant/B0ssy
chase,Dajon Lopez,Canada,,Active,2,2,0,19/07/20,03/01/22,2020,2022,2,522,261,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Chase
d1msumboi,Erik Almhjell,Canada,,Active,7,6,1,23/10/20,29/09/23,2020,2026,6,190,27.14285714,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/D1msumboi
daps,Damian Steele,Canada,,Active,1,1,0,05/10/20,11/06/21,2020,2021,1,249,249,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Daps
dsr,Terry Rioux,Canada,,Active,1,1,0,10/11/20,07/09/21,2020,2021,1,301,301,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Dsr
eeiu,Daniel Vucenovic,Canada,FURIA,Active,6,5,1,11/06/20,Present,2020,2026,6,1996,332.6666667,TRUE,TRUE,1,0,0,[],,https://liquipedia.net/valorant/Eeiu
evv,,Canada,FlyQuest RED,Active,5,3,2,05/11/23,Present,2023,2026,3,679,135.8,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Evv
florescent,Ava Eugene,Canada,,Active,5,4,1,30/06/22,08/07/25,2022,2025,3,1083,216.6,TRUE,FALSE,1,0,0,[],,https://liquipedia.net/valorant/Florescent
freshie,Adam Paterson,Canada,,Active,1,1,0,20/06/20,24/10/20,2020,2020,0,126,126,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Freshie
gMd,Anthony Guimond,Canada,M80,Active,8,5,3,20/04/20,Present,2020,2026,6,1796,224.5,TRUE,TRUE,2,0,0,[],,https://liquipedia.net/valorant/GMd
huynh,Danny Huynh,Canada,,Active,8,8,0,20/04/20,07/07/25,2020,2025,5,1048,131,TRUE,FALSE,1,0,0,[],,https://liquipedia.net/valorant/Huynh
hyun,Hyunjun Jo,Canada,,Active,1,1,0,07/10/20,20/04/21,2020,2021,1,195,195,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Hyun
iKoniK,Kaloyan Iliev,Canada,,Active,4,4,0,15/05/20,07/05/22,2020,2022,2,493,123.25,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/IKoniK
jasonR,Jason Ruchelski,Canada,,Active,1,1,0,25/06/20,02/08/20,2020,2020,0,38,38,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/JasonR
keenc,,Canada,,Active,3,3,0,30/09/22,13/10/23,2022,2023,1,303,101,TRUE,FALSE,1,0,0,[],,https://liquipedia.net/valorant/Keenc
koalanoob,GianFranco Potestio,Canada,FURIA,Active,7,7,0,31/10/20,Present,2020,2026,6,1627,232.4285714,TRUE,TRUE,1,0,0,[],,https://liquipedia.net/valorant/Koalanoob
leak,Armel Araneta,Canada,,Active,4,4,0,10/09/20,20/05/22,2020,2022,2,527,131.75,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Leak
lin,Alex Gariépy,Canada,,Active,6,6,0,08/09/20,25/01/23,2020,2023,3,780,130,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Lin
mada,Adam Pampuch,Canada,NRG,Active,9,7,2,26/03/21,Present,2021,2026,5,1794,199.3333333,TRUE,TRUE,3,0,0,[],,https://liquipedia.net/valorant/Mada
miLLe,Michael St-Pierre,Canada,,Active,1,1,0,25/04/20,07/09/20,2020,2020,0,135,135,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/MiLLe
moobs,Gabriel Powell,Canada,Winthrop University,Active,2,1,1,24/08/22,Present,2022,2026,4,1168,584,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Moobs
moose,Kaleb Jayne,Canada,QoR,Active,11,10,1,24/11/20,Present,2020,2026,6,1693,153.9090909,TRUE,TRUE,2,0,0,[],,https://liquipedia.net/valorant/Moose
nabil,,Canada,YFP,Active,3,3,0,08/01/23,Present,2023,2026,3,1226,408.6666667,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Nabil
penny,Erik Penny,Canada,Cloud9,Active,8,7,1,09/02/21,Present,2021,2026,5,1631,203.875,TRUE,TRUE,2,0,1,[],,https://liquipedia.net/valorant/Penny
poised,Kevin Ngo,Canada,,Active,6,6,0,22/06/20,28/10/24,2020,2024,4,1210,201.6666667,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Poised
rain,Amanda Smith,Canada,,Active,2,2,0,15/05/20,12/11/22,2020,2022,2,911,455.5,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Rain
randyySAVAGE,Devon Bréard,Canada,,Active,5,5,0,28/04/20,23/04/23,2020,2026,6,816,163.2,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/RandyySavage
rise,Melanie Tetreault,Canada,,Active,3,3,0,17/03/21,10/03/24,2021,2024,3,836,278.6666667,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Rise_(Canadian_player)
satellite,Derrick Xu,Canada,Shopify Rebellion Black,Active,4,4,0,13/03/24,Present,2024,2026,2,711,177.75,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Satellite
shroud,Michael Grzesiek,Canada,,Active,1,1,0,08/07/22,15/08/22,2022,2022,0,38,38,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Shroud
smiley,Steven Fisher,Canada,Nightblood Gaming,Active,4,4,0,25/08/23,02/10/25,2023,2025,2,1221,305.25,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Smiley
snxper,Louis Lama,Canada,,Active,2,2,0,08/09/20,23/01/23,2020,2023,3,867,433.5,TRUE,FALSE,0,0,0,[],,https://liquipedia.net/valorant/Snxper
steel,Joshua Nissan,Canada,,Active,6,5,1,31/08/20,09/06/23,2020,2023,3,992,165.3333333,TRUE,FALSE,2,0,0,[],,https://liquipedia.net/valorant/Steel
venture,Anthony Ziade,Canada,,Active,7,7,0,04/03/21,25/01/23,2021,2023,2,602,86,TRUE,FALSE,1,0,0,[],,https://liquipedia.net/valorant/Venture
Avhyno,Andy Sanschagrin,Canada,Torch(Coach),Active,7,7,0,19/06/21,Present,2021,2026,5,1169,167,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Avhyno
Currie,Matt Currie,Canada,Coach,Active,2,2,0,20/11/20,29/09/23,2020,2023,3,255,127.5,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Currie
Dani,Dani Hashweh,Canada,Coach,Active,3,2,1,22/07/22,07/07/23,2022,2023,1,350,116.6666667,TRUE,TRUE,1,0,0,[],,https://liquipedia.net/valorant/Dani_(Canadian_player)
David Denis,David Denis,Canada,Coach,Active,2,2,0,02/02/21,13/05/22,2021,2026,5,464,232,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/David_Denis
KingFred,Declan Olien,Canada,Winthrop University(Coach),Active,3,3,0,27/05/24,20/01/26,2024,2026,2,442,147.3333333,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/KingFred
LiN,Jimmy Lin,Canada,Coach,Active,2,1,1,11/02/21,17/11/22,2021,2022,1,644,322,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/LiN
NiSMO,Marc-Andre Tayar,Canada,M80(Coach),Active,5,4,1,26/10/20,Present,2020,2026,6,1697,339.4,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/NiSMO
OCEAN,Kyle O'Brien,Canada,Coach,Active,4,3,1,02/03/21,09/06/23,2021,2026,5,829,207.25,TRUE,TRUE,1,0,0,[],,https://liquipedia.net/valorant/OCEAN
RavishingRavish,Ravish Khanna,Canada,YFP(Content creator),Active,1,1,0,09/12/24,Present,2024,2026,2,440,440,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/RavishingRavish
Relic,,Canada,Ghost Gaming GC(Coach),Active,2,2,0,16/11/20,Present,2020,2026,6,2236,1118,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Relic
Shanks,Ryan Ngo,Canada,G2 Esports(Streamer),Active,8,7,1,22/06/20,Present,2020,2026,6,1860,232.5,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Shanks
Stunner,Dakota MacLeod,Canada,ENVY(Coach),Active,2,2,0,08/04/21,Present,2021,2026,5,1573,786.5,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Stunner
TenZ,Tyson Van Ngo,Canada,Content creator,Active,8,5,3,12/04/20,31/01/25,2020,2025,5,1837,229.625,TRUE,TRUE,2,1,0,[],,https://liquipedia.net/valorant/TenZ
Trippy,Thomas Schappy,Canada,Coach,Active,3,1,2,15/11/20,11/03/22,2020,2022,2,460,153.3333333,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Trippy
c4Lypso,Abdo Agha,Canada,Coach,Active,12,12,0,15/05/20,19/08/25,2020,2025,5,829,69.08333333,TRUE,TRUE,1,0,0,[],,https://liquipedia.net/valorant/C4Lypso
cath,Catherine Leroux,Canada,Coach,Active,2,2,0,17/03/21,Present,2021,2026,5,1809,904.5,TRUE,TRUE,0,0,0,[],,https://liquipedia.net/valorant/Cath
